url_path,views_total,views_unique
/yext/pages-starter-react-locations,77,28
/yext/pages-starter-react-locations/tree/main/src,56,13
/yext/pages-starter-react-locations/tree/main/src/templates,40,10
/yext/pages-starter-react-locations/blob/main/package.json,27,6
/yext/pages-starter-react-locations/tree/main/src/components,21,6
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,16,4
/yext/pages-starter-react-locations/blob/main/.env,14,2
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,12,3
/yext/pages-starter-react-locations/blob/main/src/templates/static.tsx,11,3
/yext/pages-starter-react-locations/blob/main/tailwind.config.cjs,9,1
