time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-16 00:00:00+00:00,9,6,5.0,3.0
2023-06-17 00:00:00+00:00,6,4,,
2023-06-18 00:00:00+00:00,5,3,1.0,1.0
2023-06-19 00:00:00+00:00,12,8,3.0,2.0
2023-06-20 00:00:00+00:00,7,4,19.0,6.0
2023-06-21 00:00:00+00:00,7,4,43.0,3.0
2023-06-22 00:00:00+00:00,13,6,66.0,7.0
2023-06-23 00:00:00+00:00,6,4,5.0,1.0
2023-06-24 00:00:00+00:00,9,5,1.0,1.0
2023-06-25 00:00:00+00:00,6,4,20.0,3.0
2023-06-26 00:00:00+00:00,10,7,18.0,5.0
2023-06-27 00:00:00+00:00,10,7,60.0,9.0
2023-06-28 00:00:00+00:00,8,6,38.0,4.0
2023-06-29 00:00:00+00:00,4,4,59.0,7.0
