url_path,views_total,views_unique
/yext/pages-starter-react-locations,68,31
/yext/pages-starter-react-locations/tree/main/src,46,14
/yext/pages-starter-react-locations/blob/main/package.json,42,8
/yext/pages-starter-react-locations/tree/main/src/components,16,5
/yext/pages-starter-react-locations/tree/main/src/templates,10,4
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,10,3
/yext/pages-starter-react-locations/tree/main/platform-config,10,1
/yext/pages-starter-react-locations/blob/main/src/components/PageLayout.tsx,9,2
/yext/pages-starter-react-locations/blob/main/src/assets/images/yext-favicon.ico,8,2
/yext/pages-starter-react-locations/tree/main,7,5
