url_path,views_total,views_unique
/yext/pages-starter-react-locations,37,24
/yext/pages-starter-react-locations/blob/main/package.json,27,8
/yext/pages-starter-react-locations/tree/main/src,14,4
/yext/pages-starter-react-locations/blob/main/vite.config.js,14,3
/yext/pages-starter-react-locations/blob/main/tailwind.config.cjs,12,2
/yext/pages-starter-react-locations/blob/main/tsconfig.json,12,2
/yext/pages-starter-react-locations/issues,11,3
/yext/pages-starter-react-locations/tree/main/src/templates,10,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,8,2
/yext/pages-starter-react-locations/blob/main/postcss.config.cjs,8,1
