url_path,views_total,views_unique
/yext/pages-starter-react-locations,54,28
/yext/pages-starter-react-locations/tree/main/src,38,13
/yext/pages-starter-react-locations/tree/main/src/templates,25,7
/yext/pages-starter-react-locations/tree/main/src/components,16,6
/yext/pages-starter-react-locations/blob/main/package.json,16,4
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,7,3
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,6,3
/yext/pages-starter-react-locations/tree/main/src/assets,6,2
/yext/pages-starter-react-locations/tree/main/src/types,5,3
/yext/pages-starter-react-locations/tree/main,4,3
